time_s,chassis_test_telemetry.command_forward_speed_mps,chassis_test_telemetry.command_turn_speed_radps,chassis_test_telemetry.control_dt_s,chassis_test_telemetry.encoder_left_count,chassis_test_telemetry.encoder_left_delta,chassis_test_telemetry.encoder_left_speed_cps,chassis_test_telemetry.encoder_right_count,chassis_test_telemetry.encoder_right_delta,chassis_test_telemetry.encoder_right_speed_cps,chassis_test_telemetry.forward_speed_mps,chassis_test_telemetry.imu_gyro_z_radps,chassis_test_telemetry.imu_yaw_deg,chassis_test_telemetry.motor_left_output,chassis_test_telemetry.motor_right_output,chassis_test_telemetry.phase_elapsed_s,chassis_test_telemetry.phase_index,chassis_test_telemetry.turn_speed_radps,chassis_test_telemetry.wheel_left_speed_mps,chassis_test_telemetry.wheel_left_target_speed_mps,chassis_test_telemetry.wheel_right_speed_mps,chassis_test_telemetry.wheel_right_target_speed_mps
0.000000000,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.559999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.026206350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.579999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.042094450,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.599999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.062112600,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.619999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.082468450,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.639999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.102789300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.659999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.143834300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.699999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.156397550,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.719999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.183559150,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.749999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.206782650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.769999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.240443200,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.799999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.265060400,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.829999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.286116450,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.849999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.306496400,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.869999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.328451900,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.889999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.354329550,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.909999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.369528650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.929999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.398830300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.959998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.424775800,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.979998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.440864350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.999998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.461199850,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.019999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.481958700,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.039999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.502046750,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.069999,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.528073250,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.089998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.549982300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.109998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.574791350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.139998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.606530200,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.169998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.634310800,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.199998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.655623100,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.219998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.681725700,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.239998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.702520500,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.269998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.723891600,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.289998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.749632350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.309998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.776052050,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.339998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.808655400,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.369998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.829544650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.389998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.854258700,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.419998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.876146850,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.439998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.897119900,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.459998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.920934650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.479998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.945336350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.509998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.971349300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.539998,0,0.000000,0.000000,0.000000,0.000000,0.000000
0.996701650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.559998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.013345200,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.579998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.036831300,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.599998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.059076350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.629998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.081675500,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.639998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.104304100,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.669998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.120694850,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.689998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.145942650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.709998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.166291150,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.729998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.186659250,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.749998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.218897250,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.779998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.247151850,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.809998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.266865050,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.829998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.287360800,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.849998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.307953700,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.869998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.328093550,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.889998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.349666350,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.909998,0,0.000000,0.000000,0.000000,0.000000,0.000000
1.381633650,0.000000,0.000000,0.010000,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.939998,0,0.000000,0.000000,0.000000,0.000000,0.000000
